CustomerID,Last date of purcharse,recency
14744,2011-11-23,16 days
13644,2011-11-23,16 days
14581,2011-11-23,16 days
16660,2011-11-23,16 days
14335,2011-11-23,16 days
17685,2011-11-23,16 days
14336,2011-11-23,16 days
14912,2011-11-23,16 days
17463,2011-11-23,16 days
17422,2011-11-23,16 days
15901,2011-11-23,16 days
16079,2011-11-23,16 days
18084,2011-11-23,16 days
14733,2011-11-23,16 days
14675,2011-11-23,16 days
13650,2011-11-23,16 days
16020,2011-11-23,16 days
16653,2011-11-23,16 days
12557,2011-11-23,16 days
16255,2011-11-23,16 days
16066,2011-11-23,16 days
14099,2011-11-23,16 days
16057,2011-11-23,16 days
13831,2011-11-23,16 days
15253,2011-11-23,16 days
15916,2011-11-23,16 days
17469,2011-11-23,16 days
13350,2011-11-23,16 days
15398,2011-11-23,16 days
17700,2011-11-23,16 days
14205,2011-11-23,16 days
15393,2011-11-23,16 days
16128,2011-11-22,17 days
14657,2011-11-22,17 days
13499,2011-11-22,17 days
12483,2011-11-22,17 days
12465,2011-11-22,17 days
16532,2011-11-22,17 days
14297,2011-11-22,17 days
12775,2011-11-22,17 days
17453,2011-11-22,17 days
16722,2011-11-22,17 days
14505,2011-11-22,17 days
13247,2011-11-22,17 days
17073,2011-11-22,17 days
17075,2011-11-22,17 days
14329,2011-11-22,17 days
13363,2011-11-22,17 days
12474,2011-11-22,17 days
13268,2011-11-22,17 days
13238,2011-11-22,17 days
13940,2011-11-22,17 days
16261,2011-11-22,17 days
12920,2011-11-22,17 days
13403,2011-11-22,17 days
16956,2011-11-22,17 days
14515,2011-11-22,17 days
14424,2011-11-22,17 days
17155,2011-11-22,17 days
15634,2011-11-22,17 days
17600,2011-11-22,17 days
16164,2011-11-22,17 days
13322,2011-11-22,17 days
14467,2011-11-22,17 days
15699,2011-11-22,17 days
15965,2011-11-22,17 days
12586,2011-11-22,17 days
16365,2011-11-22,17 days
15977,2011-11-22,17 days
16655,2011-11-22,17 days
16107,2011-11-22,17 days
16422,2011-11-22,17 days
13456,2011-11-22,17 days
17519,2011-11-22,17 days
15497,2011-11-22,17 days
13681,2011-11-22,17 days
16633,2011-11-22,17 days
17659,2011-11-22,17 days
13986,2011-11-22,17 days
16607,2011-11-22,17 days
17297,2011-11-22,17 days
13569,2011-11-22,17 days
13488,2011-11-22,17 days
17371,2011-11-22,17 days
14506,2011-11-22,17 days
12656,2011-11-22,17 days
17324,2011-11-22,17 days
16352,2011-11-22,17 days
17338,2011-11-22,17 days
17500,2011-11-22,17 days
15845,2011-11-22,17 days
16748,2011-11-22,17 days
17360,2011-11-22,17 days
15106,2011-11-22,17 days
15971,2011-11-22,17 days
15150,2011-11-22,17 days
15116,2011-11-22,17 days
16311,2011-11-22,17 days
14834,2011-11-22,17 days
18249,2011-11-22,17 days
16985,2011-11-22,17 days
18139,2011-11-22,17 days
12936,2011-11-22,17 days
14768,2011-11-22,17 days
17759,2011-11-22,17 days
16330,2011-11-22,17 days
12658,2011-11-21,18 days
16713,2011-11-21,18 days
17010,2011-11-21,18 days
13430,2011-11-21,18 days
14030,2011-11-21,18 days
13246,2011-11-21,18 days
14482,2011-11-21,18 days
13739,2011-11-21,18 days
12795,2011-11-21,18 days
16139,2011-11-21,18 days
16406,2011-11-21,18 days
17432,2011-11-21,18 days
12904,2011-11-21,18 days
15738,2011-11-21,18 days
12349,2011-11-21,18 days
12504,2011-11-21,18 days
17625,2011-11-21,18 days
16369,2011-11-21,18 days
12462,2011-11-21,18 days
15132,2011-11-21,18 days
15105,2011-11-21,18 days
14300,2011-11-21,18 days
15567,2011-11-21,18 days
13282,2011-11-21,18 days
13823,2011-11-21,18 days
14449,2011-11-21,18 days
14198,2011-11-21,18 days
17100,2011-11-21,18 days
15179,2011-11-21,18 days
17227,2011-11-21,18 days
13673,2011-11-21,18 days
13971,2011-11-21,18 days
18080,2011-11-21,18 days
15163,2011-11-21,18 days
15093,2011-11-21,18 days
15857,2011-11-21,18 days
14551,2011-11-21,18 days
17253,2011-11-21,18 days
16366,2011-11-21,18 days
15527,2011-11-21,18 days
15645,2011-11-21,18 days
14883,2011-11-21,18 days
13189,2011-11-21,18 days
14587,2011-11-21,18 days
17664,2011-11-21,18 days
15676,2011-11-21,18 days
13167,2011-11-21,18 days
15671,2011-11-21,18 days
13862,2011-11-21,18 days
12984,2011-11-21,18 days
15115,2011-11-21,18 days
14447,2011-11-21,18 days
14116,2011-11-20,19 days
12540,2011-11-20,19 days
13988,2011-11-20,19 days
14359,2011-11-20,19 days
15426,2011-11-20,19 days
16762,2011-11-20,19 days
14595,2011-11-20,19 days
14881,2011-11-20,19 days
12523,2011-11-20,19 days
12702,2011-11-20,19 days
16666,2011-11-20,19 days
14525,2011-11-20,19 days
15850,2011-11-20,19 days
17555,2011-11-20,19 days
15988,2011-11-20,19 days
14553,2011-11-20,19 days
16506,2011-11-20,19 days
16399,2011-11-20,19 days
12597,2011-11-20,19 days
14664,2011-11-20,19 days
16464,2011-11-20,19 days
16784,2011-11-20,19 days
17387,2011-11-20,19 days
15963,2011-11-20,19 days
17384,2011-11-20,19 days
16212,2011-11-20,19 days
15044,2011-11-20,19 days
16411,2011-11-20,19 days
14477,2011-11-20,19 days
15465,2011-11-20,19 days
12395,2011-11-20,19 days
13565,2011-11-20,19 days
15919,2011-11-20,19 days
13118,2011-11-20,19 days
17636,2011-11-20,19 days
18110,2011-11-20,19 days
13142,2011-11-20,19 days
17738,2011-11-20,19 days
18040,2011-11-20,19 days
17758,2011-11-20,19 days
13200,2011-11-20,19 days
12778,2011-11-20,19 days
14502,2011-11-20,19 days
18127,2011-11-20,19 days
14860,2011-11-20,19 days
17561,2011-11-20,19 days
14157,2011-11-20,19 days
15745,2011-11-20,19 days
17425,2011-11-20,19 days
16533,2011-11-20,19 days
14159,2011-11-20,19 days
15533,2011-11-20,19 days
13832,2011-11-20,19 days
14052,2011-11-20,19 days
14950,2011-11-20,19 days
13427,2011-11-20,19 days
15906,2011-11-20,19 days
13212,2011-11-20,19 days
16710,2011-11-20,19 days
14984,2011-11-20,19 days
16511,2011-11-18,21 days
12603,2011-11-18,21 days
14641,2011-11-18,21 days
16924,2011-11-18,21 days
18061,2011-11-18,21 days
12578,2011-11-18,21 days
16293,2011-11-18,21 days
16945,2011-11-18,21 days
12618,2011-11-18,21 days
16463,2011-11-18,21 days
12380,2011-11-18,21 days
18034,2011-11-18,21 days
16350,2011-11-18,21 days
17779,2011-11-18,21 days
17159,2011-11-18,21 days
14434,2011-11-18,21 days
17163,2011-11-18,21 days
17760,2011-11-18,21 days
12444,2011-11-18,21 days
15494,2011-11-18,21 days
12391,2011-11-18,21 days
12427,2011-11-18,21 days
13171,2011-11-18,21 days
17286,2011-11-18,21 days
14849,2011-11-18,21 days
13094,2011-11-18,21 days
17301,2011-11-18,21 days
13117,2011-11-18,21 days
17650,2011-11-18,21 days
15933,2011-11-18,21 days
14793,2011-11-18,21 days
17621,2011-11-18,21 days
15368,2011-11-18,21 days
13516,2011-11-18,21 days
14820,2011-11-18,21 days
14285,2011-11-18,21 days
12931,2011-11-18,21 days
14903,2011-11-18,21 days
17888,2011-11-18,21 days
16134,2011-11-18,21 days
13962,2011-11-18,21 days
13960,2011-11-18,21 days
13941,2011-11-18,21 days
17961,2011-11-18,21 days
14593,2011-11-18,21 days
15088,2011-11-18,21 days
17904,2011-11-18,21 days
17063,2011-11-18,21 days
12498,2011-11-18,21 days
16279,2011-11-18,21 days
13880,2011-11-18,21 days
14342,2011-11-18,21 days
15530,2011-11-18,21 days
16414,2011-11-18,21 days
16871,2011-11-17,22 days
12539,2011-11-17,22 days
12477,2011-11-17,22 days
12356,2011-11-17,22 days
16869,2011-11-17,22 days
12406,2011-11-17,22 days
14332,2011-11-17,22 days
15657,2011-11-17,22 days
14362,2011-11-17,22 days
14112,2011-11-17,22 days
12445,2011-11-17,22 days
12481,2011-11-17,22 days
18221,2011-11-17,22 days
15124,2011-11-17,22 days
14234,2011-11-17,22 days
16186,2011-11-17,22 days
12449,2011-11-17,22 days
13313,2011-11-17,22 days
14508,2011-11-17,22 days
15287,2011-11-17,22 days
17985,2011-11-17,22 days
16531,2011-11-17,22 days
13028,2011-11-17,22 days
15811,2011-11-17,22 days
13138,2011-11-17,22 days
17330,2011-11-17,22 days
12753,2011-11-17,22 days
15563,2011-11-17,22 days
16042,2011-11-17,22 days
15983,2011-11-17,22 days
13828,2011-11-17,22 days
12847,2011-11-17,22 days
15529,2011-11-17,22 days
16638,2011-11-17,22 days
17095,2011-11-17,22 days
15081,2011-11-17,22 days
15489,2011-11-17,22 days
15267,2011-11-17,22 days
13871,2011-11-17,22 days
16298,2011-11-17,22 days
14416,2011-11-17,22 days
17080,2011-11-17,22 days
16070,2011-11-17,22 days
17716,2011-11-17,22 days
13160,2011-11-17,22 days
12610,2011-11-17,22 days
17147,2011-11-17,22 days
17797,2011-11-17,22 days
17799,2011-11-17,22 days
17461,2011-11-17,22 days
15435,2011-11-17,22 days
14034,2011-11-17,22 days
16656,2011-11-17,22 days
15864,2011-11-17,22 days
12567,2011-11-17,22 days
16009,2011-11-17,22 days
12997,2011-11-17,22 days
15506,2011-11-17,22 days
17828,2011-11-17,22 days
12647,2011-11-17,22 days
13815,2011-11-17,22 days
17397,2011-11-17,22 days
17613,2011-11-17,22 days
13308,2011-11-17,22 days
17198,2011-11-16,23 days
12991,2011-11-16,23 days
12993,2011-11-16,23 days
17680,2011-11-16,23 days
16809,2011-11-16,23 days
13629,2011-11-16,23 days
13447,2011-11-16,23 days
14507,2011-11-16,23 days
15110,2011-11-16,23 days
13285,2011-11-16,23 days
15051,2011-11-16,23 days
15432,2011-11-16,23 days
17549,2011-11-16,23 days
15900,2011-11-16,23 days
14286,2011-11-16,23 days
17596,2011-11-16,23 days
13449,2011-11-16,23 days
16469,2011-11-16,23 days
18246,2011-11-16,23 days
17377,2011-11-16,23 days
17368,2011-11-16,23 days
13500,2011-11-16,23 days
16245,2011-11-16,23 days
16804,2011-11-16,23 days
13131,2011-11-16,23 days
13575,2011-11-16,23 days
15967,2011-11-16,23 days
16669,2011-11-16,23 days
16717,2011-11-16,23 days
13939,2011-11-16,23 days
16085,2011-11-16,23 days
12500,2011-11-16,23 days
18167,2011-11-16,23 days
14898,2011-11-16,23 days
13894,2011-11-16,23 days
13926,2011-11-16,23 days
12731,2011-11-16,23 days
18006,2011-11-16,23 days
16999,2011-11-16,23 days
12640,2011-11-16,23 days
15805,2011-11-16,23 days
15584,2011-11-16,23 days
12626,2011-11-16,23 days
18059,2011-11-16,23 days
16916,2011-11-16,23 days
16204,2011-11-16,23 days
14626,2011-11-16,23 days
18075,2011-11-16,23 days
14057,2011-11-16,23 days
17896,2011-11-16,23 days
16008,2011-11-16,23 days
14851,2011-11-16,23 days
15269,2011-11-16,23 days
14948,2011-11-16,23 days
12910,2011-11-16,23 days
14426,2011-11-16,23 days
16855,2011-11-16,23 days
13816,2011-11-16,23 days
15524,2011-11-15,24 days
14522,2011-11-15,24 days
18043,2011-11-15,24 days
15582,2011-11-15,24 days
16240,2011-11-15,24 days
13410,2011-11-15,24 days
14715,2011-11-15,24 days
13236,2011-11-15,24 days
17564,2011-11-15,24 days
18259,2011-11-15,24 days
12890,2011-11-15,24 days
13632,2011-11-15,24 days
16557,2011-11-15,24 days
13846,2011-11-15,24 days
14725,2011-11-15,24 days
15679,2011-11-15,24 days
18123,2011-11-15,24 days
17540,2011-11-15,24 days
15419,2011-11-15,24 days
13735,2011-11-15,24 days
17510,2011-11-15,24 days
12933,2011-11-15,24 days
17153,2011-11-15,24 days
14714,2011-11-15,24 days
14640,2011-11-15,24 days
12676,2011-11-15,24 days
18181,2011-11-15,24 days
17314,2011-11-15,24 days
14666,2011-11-15,24 days
13066,2011-11-15,24 days
15955,2011-11-15,24 days
14544,2011-11-15,24 days
16423,2011-11-15,24 days
13058,2011-11-15,24 days
13455,2011-11-15,24 days
17220,2011-11-15,24 days
15556,2011-11-15,24 days
15720,2011-11-15,24 days
13692,2011-11-15,24 days
12415,2011-11-15,24 days
17777,2011-11-15,24 days
15981,2011-11-15,24 days
17357,2011-11-15,24 days
17974,2011-11-15,24 days
15758,2011-11-15,24 days
16341,2011-11-15,24 days
14533,2011-11-15,24 days
14853,2011-11-15,24 days
12883,2011-11-15,24 days
13614,2011-11-15,24 days
16519,2011-11-14,25 days
16207,2011-11-14,25 days
15050,2011-11-14,25 days
14680,2011-11-14,25 days
16504,2011-11-14,25 days
15058,2011-11-14,25 days
16478,2011-11-14,25 days
14530,2011-11-14,25 days
14494,2011-11-14,25 days
14684,2011-11-14,25 days
13835,2011-11-14,25 days
15863,2011-11-14,25 days
17044,2011-11-14,25 days
13549,2011-11-14,25 days
18117,2011-11-14,25 days
15458,2011-11-14,25 days
17235,2011-11-14,25 days
14862,2011-11-14,25 days
15781,2011-11-14,25 days
17538,2011-11-14,25 days
17652,2011-11-14,25 days
17081,2011-11-14,25 days
16936,2011-11-14,25 days
12642,2011-11-14,25 days
14902,2011-11-14,25 days
15203,2011-11-14,25 days
13577,2011-11-14,25 days
12689,2011-11-14,25 days
12428,2011-11-14,25 days
15168,2011-11-14,25 days
17658,2011-11-14,25 days
18082,2011-11-14,25 days
14953,2011-11-14,25 days
12938,2011-11-14,25 days
15681,2011-11-14,25 days
15125,2011-11-14,25 days
17793,2011-11-14,25 days
18263,2011-11-14,25 days
17663,2011-11-14,25 days
16303,2011-11-14,25 days
15365,2011-11-14,25 days
15291,2011-11-14,25 days
12374,2011-11-14,25 days
15660,2011-11-14,25 days
15532,2011-11-14,25 days
18211,2011-11-14,25 days
14882,2011-11-13,26 days
17211,2011-11-13,26 days
13603,2011-11-13,26 days
13700,2011-11-13,26 days
18069,2011-11-13,26 days
17287,2011-11-13,26 days
15787,2011-11-13,26 days
14784,2011-11-13,26 days
15599,2011-11-13,26 days
14487,2011-11-13,26 days
16416,2011-11-13,26 days
17720,2011-11-13,26 days
12867,2011-11-13,26 days
12865,2011-11-13,26 days
16560,2011-11-13,26 days
17838,2011-11-13,26 days
13146,2011-11-13,26 days
16571,2011-11-13,26 days
13170,2011-11-13,26 days
13178,2011-11-13,26 days
15449,2011-11-13,26 days
15411,2011-11-13,26 days
13379,2011-11-13,26 days
14499,2011-11-13,26 days
13450,2011-11-13,26 days
13451,2011-11-13,26 days
15429,2011-11-13,26 days
17790,2011-11-13,26 days
14044,2011-11-13,26 days
13892,2011-11-13,26 days
16930,2011-11-13,26 days
16720,2011-11-13,26 days
16898,2011-11-13,26 days
14382,2011-11-13,26 days
16726,2011-11-13,26 days
14661,2011-11-13,26 days
17041,2011-11-13,26 days
12508,2011-11-13,26 days
13984,2011-11-13,26 days
14227,2011-11-13,26 days
18014,2011-11-11,28 days
14035,2011-11-11,28 days
17512,2011-11-11,28 days
14789,2011-11-11,28 days
12685,2011-11-11,28 days
12589,2011-11-11,28 days
12691,2011-11-11,28 days
12480,2011-11-11,28 days
12697,2011-11-11,28 days
13557,2011-11-11,28 days
12712,2011-11-11,28 days
18209,2011-11-11,28 days
13310,2011-11-11,28 days
12726,2011-11-11,28 days
12517,2011-11-11,28 days
16912,2011-11-11,28 days
15557,2011-11-11,28 days
16332,2011-11-11,28 days
14662,2011-11-11,28 days
14543,2011-11-11,28 days
13091,2011-11-11,28 days
15492,2011-11-11,28 days
16386,2011-11-11,28 days
12384,2011-11-11,28 days
14226,2011-11-11,28 days
16460,2011-11-11,28 days
17295,2011-11-11,28 days
15608,2011-11-11,28 days
15692,2011-11-11,28 days
17069,2011-11-11,28 days
13895,2011-11-11,28 days
13727,2011-11-11,28 days
17191,2011-11-11,28 days
17162,2011-11-11,28 days
16433,2011-11-11,28 days
12600,2011-11-11,28 days
17054,2011-11-11,28 days
17052,2011-11-11,28 days
13810,2011-11-11,28 days
16671,2011-11-11,28 days
13732,2011-11-11,28 days
17071,2011-11-11,28 days
17088,2011-11-11,28 days
17015,2011-11-11,28 days
12844,2011-11-10,29 days
15289,2011-11-10,29 days
14863,2011-11-10,29 days
17932,2011-11-10,29 days
16791,2011-11-10,29 days
15452,2011-11-10,29 days
12981,2011-11-10,29 days
16907,2011-11-10,29 days
16903,2011-11-10,29 days
14748,2011-11-10,29 days
12599,2011-11-10,29 days
16743,2011-11-10,29 days
15463,2011-11-10,29 days
18217,2011-11-10,29 days
14829,2011-11-10,29 days
16025,2011-11-10,29 days
13148,2011-11-10,29 days
16434,2011-11-10,29 days
17901,2011-11-10,29 days
15355,2011-11-10,29 days
17109,2011-11-10,29 days
13817,2011-11-10,29 days
14944,2011-11-10,29 days
18236,2011-11-10,29 days
17059,2011-11-10,29 days
18135,2011-11-10,29 days
12473,2011-11-10,29 days
17791,2011-11-10,29 days
16628,2011-11-10,29 days
12659,2011-11-10,29 days
14466,2011-11-10,29 days
13983,2011-11-10,29 days
13606,2011-11-10,29 days
12538,2011-11-10,29 days
15238,2011-11-10,29 days
14712,2011-11-10,29 days
12541,2011-11-10,29 days
16986,2011-11-10,29 days
12617,2011-11-10,29 days
17340,2011-11-10,29 days
14765,2011-11-10,29 days
13460,2011-11-10,29 days
18125,2011-11-10,29 days
17573,2011-11-10,29 days
15184,2011-11-10,29 days
17537,2011-11-10,29 days
17521,2011-11-10,29 days
17977,2011-11-10,29 days
17197,2011-11-10,29 days
16003,2011-11-10,29 days
16126,2011-11-10,29 days
15111,2011-11-10,29 days
14064,2011-11-10,29 days
12708,2011-11-10,29 days
13396,2011-11-10,29 days
17416,2011-11-10,29 days
16218,2011-11-10,29 days
18274,2011-11-09,30 days
14921,2011-11-09,30 days
12532,2011-11-09,30 days
17865,2011-11-09,30 days
16516,2011-11-09,30 days
12893,2011-11-09,30 days
14691,2011-11-09,30 days
17867,2011-11-09,30 days
15027,2011-11-09,30 days
16751,2011-11-09,30 days
12949,2011-11-09,30 days
16996,2011-11-09,30 days
13384,2011-11-09,30 days
14968,2011-11-09,30 days
13522,2011-11-09,30 days
14108,2011-11-09,30 days
16953,2011-11-09,30 days
13992,2011-11-09,30 days
13623,2011-11-09,30 days
13209,2011-11-09,30 days
15986,2011-11-09,30 days
17011,2011-11-09,30 days
17038,2011-11-09,30 days
16205,2011-11-09,30 days
13804,2011-11-09,30 days
16041,2011-11-09,30 days
14188,2011-11-09,30 days
16880,2011-11-09,30 days
15450,2011-11-09,30 days
15485,2011-11-09,30 days
13029,2011-11-09,30 days
17702,2011-11-09,30 days
13046,2011-11-09,30 days
15114,2011-11-09,30 days
16767,2011-11-09,30 days
17690,2011-11-09,30 days
14284,2011-11-09,30 days
14240,2011-11-09,30 days
14214,2011-11-09,30 days
18177,2011-11-08,31 days
16732,2011-11-08,31 days
16505,2011-11-08,31 days
15103,2011-11-08,31 days
16863,2011-11-08,31 days
15763,2011-11-08,31 days
17022,2011-11-08,31 days
15153,2011-11-08,31 days
14360,2011-11-08,31 days
13975,2011-11-08,31 days
16837,2011-11-08,31 days
16284,2011-11-08,31 days
14676,2011-11-08,31 days
18216,2011-11-08,31 days
14050,2011-11-08,31 days
16187,2011-11-08,31 days
15249,2011-11-08,31 days
13695,2011-11-08,31 days
13329,2011-11-08,31 days
13381,2011-11-08,31 days
13047,2011-11-08,31 days
12849,2011-11-08,31 days
15043,2011-11-08,31 days
13110,2011-11-08,31 days
17637,2011-11-08,31 days
17886,2011-11-08,31 days
17633,2011-11-08,31 days
14524,2011-11-08,31 days
17964,2011-11-08,31 days
13272,2011-11-08,31 days
12721,2011-11-08,31 days
17515,2011-11-08,31 days
13867,2011-11-08,31 days
15406,2011-11-08,31 days
15950,2011-11-08,31 days
16618,2011-11-08,31 days
15573,2011-11-08,31 days
17313,2011-11-08,31 days
17289,2011-11-08,31 days
15356,2011-11-08,31 days
15957,2011-11-08,31 days
16639,2011-11-08,31 days
13643,2011-11-08,31 days
17219,2011-11-08,31 days
12990,2011-11-08,31 days
13710,2011-11-08,31 days
17160,2011-11-08,31 days
14700,2011-11-07,32 days
16348,2011-11-07,32 days
16362,2011-11-07,32 days
14929,2011-11-07,32 days
12472,2011-11-07,32 days
15493,2011-11-07,32 days
15330,2011-11-07,32 days
12484,2011-11-07,32 days
15522,2011-11-07,32 days
18150,2011-11-07,32 days
15618,2011-11-07,32 days
13717,2011-11-07,32 days
14080,2011-11-07,32 days
14073,2011-11-07,32 days
17043,2011-11-07,32 days
16053,2011-11-07,32 days
12832,2011-11-07,32 days
17164,2011-11-07,32 days
18036,2011-11-07,32 days
15870,2011-11-07,32 days
17158,2011-11-07,32 days
15785,2011-11-07,32 days
18016,2011-11-07,32 days
17761,2011-11-07,32 days
13824,2011-11-07,32 days
14387,2011-11-07,32 days
17623,2011-11-07,32 days
12408,2011-11-07,32 days
16637,2011-11-07,32 days
15719,2011-11-07,32 days
16612,2011-11-07,32 days
17430,2011-11-07,32 days
14623,2011-11-07,32 days
13097,2011-11-07,32 days
15407,2011-11-06,33 days
13772,2011-11-06,33 days
15427,2011-11-06,33 days
13759,2011-11-06,33 days
17608,2011-11-06,33 days
13155,2011-11-06,33 days
14936,2011-11-06,33 days
12838,2011-11-06,33 days
13523,2011-11-06,33 days
13527,2011-11-06,33 days
17831,2011-11-06,33 days
15526,2011-11-06,33 days
13532,2011-11-06,33 days
15952,2011-11-06,33 days
15839,2011-11-06,33 days
15513,2011-11-06,33 days
17107,2011-11-06,33 days
13634,2011-11-06,33 days
15017,2011-11-06,33 days
13365,2011-11-06,33 days
12357,2011-11-06,33 days
14039,2011-11-06,33 days
14404,2011-11-06,33 days
16243,2011-11-06,33 days
16357,2011-11-06,33 days
16771,2011-11-06,33 days
14174,2011-11-06,33 days
15025,2011-11-06,33 days
18170,2011-11-06,33 days
14517,2011-11-06,33 days
16676,2011-11-06,33 days
16466,2011-11-06,33 days
16488,2011-11-06,33 days
12638,2011-11-06,33 days
12645,2011-11-06,33 days
16445,2011-11-06,33 days
16372,2011-11-06,33 days
17082,2011-11-06,33 days
15696,2011-11-06,33 days
15707,2011-11-04,35 days
14913,2011-11-04,35 days
17979,2011-11-04,35 days
12431,2011-11-04,35 days
12397,2011-11-04,35 days
15722,2011-11-04,35 days
17703,2011-11-04,35 days
17930,2011-11-04,35 days
12944,2011-11-04,35 days
12928,2011-11-04,35 days
12576,2011-11-04,35 days
12577,2011-11-04,35 days
15597,2011-11-04,35 days
18022,2011-11-04,35 days
18035,2011-11-04,35 days
17274,2011-11-04,35 days
16555,2011-11-04,35 days
17084,2011-11-04,35 days
17193,2011-11-04,35 days
17203,2011-11-04,35 days
17233,2011-11-04,35 days
16887,2011-11-04,35 days
13651,2011-11-04,35 days
14592,2011-11-04,35 days
16318,2011-11-04,35 days
14971,2011-11-04,35 days
13592,2011-11-04,35 days
14150,2011-11-04,35 days
16012,2011-11-04,35 days
13938,2011-11-04,35 days
15010,2011-11-04,35 days
15651,2011-11-03,36 days
14856,2011-11-03,36 days
14098,2011-11-03,36 days
16841,2011-11-03,36 days
18081,2011-11-03,36 days
12808,2011-11-03,36 days
15551,2011-11-03,36 days
16914,2011-11-03,36 days
12544,2011-11-03,36 days
15252,2011-11-03,36 days
17076,2011-11-03,36 days
13324,2011-11-03,36 days
17078,2011-11-03,36 days
14636,2011-11-03,36 days
15809,2011-11-03,36 days
15612,2011-11-03,36 days
13721,2011-11-03,36 days
13728,2011-11-03,36 days
17653,2011-11-03,36 days
17442,2011-11-03,36 days
16602,2011-11-03,36 days
17403,2011-11-03,36 days
14815,2011-11-03,36 days
13168,2011-11-03,36 days
12352,2011-11-03,36 days
16409,2011-11-03,36 days
17351,2011-11-03,36 days
15227,2011-11-03,36 days
17634,2011-11-03,36 days
13636,2011-11-03,36 days
16221,2011-11-03,36 days
16337,2011-11-03,36 days
15998,2011-11-03,36 days
18205,2011-11-03,36 days
17816,2011-11-03,36 days
15605,2011-11-03,36 days
18164,2011-11-02,37 days
15065,2011-11-02,37 days
16706,2011-11-02,37 days
16747,2011-11-02,37 days
16884,2011-11-02,37 days
18105,2011-11-02,37 days
18104,2011-11-02,37 days
14528,2011-11-02,37 days
17966,2011-11-02,37 days
12594,2011-11-02,37 days
16367,2011-11-02,37 days
13316,2011-11-02,37 days
13271,2011-11-02,37 days
13477,2011-11-02,37 days
17719,2011-11-02,37 days
15830,2011-11-02,37 days
14974,2011-11-02,37 days
17800,2011-11-02,37 days
12830,2011-11-02,37 days
16308,2011-11-02,37 days
12779,2011-11-02,37 days
16014,2011-11-02,37 days
17965,2011-11-02,37 days
15275,2011-11-02,37 days
17999,2011-11-02,37 days
15576,2011-11-02,37 days
13904,2011-11-02,37 days
16043,2011-11-02,37 days
17947,2011-11-02,37 days
15018,2011-11-01,38 days
16029,2011-11-01,38 days
14995,2011-11-01,38 days
15847,2011-11-01,38 days
15423,2011-11-01,38 days
16971,2011-11-01,38 days
16830,2011-11-01,38 days
14345,2011-11-01,38 days
12552,2011-11-01,38 days
17733,2011-11-01,38 days
12491,2011-11-01,38 days
13697,2011-11-01,38 days
13327,2011-11-01,38 days
13726,2011-11-01,38 days
14383,2011-11-01,38 days
17696,2011-11-01,38 days
17166,2011-11-01,38 days
16729,2011-11-01,38 days
13292,2011-11-01,38 days
16825,2011-11-01,38 days
16960,2011-11-01,38 days
14485,2011-11-01,38 days
12674,2011-11-01,38 days
13461,2011-11-01,38 days
18270,2011-11-01,38 days
13145,2011-10-31,39 days
17951,2011-10-31,39 days
15974,2011-10-31,39 days
12571,2011-10-31,39 days
12588,2011-10-31,39 days
17396,2011-10-31,39 days
12581,2011-10-31,39 days
15360,2011-10-31,39 days
13544,2011-10-31,39 days
12522,2011-10-31,39 days
16836,2011-10-31,39 days
14167,2011-10-31,39 days
12909,2011-10-31,39 days
16127,2011-10-31,39 days
16969,2011-10-31,39 days
18257,2011-10-31,39 days
13103,2011-10-31,39 days
16018,2011-10-31,39 days
13186,2011-10-31,39 days
15667,2011-10-31,39 days
13813,2011-10-31,39 days
15329,2011-10-31,39 days
15752,2011-10-31,39 days
13982,2011-10-31,39 days
14808,2011-10-31,39 days
15478,2011-10-30,40 days
15385,2011-10-30,40 days
14295,2011-10-30,40 days
16601,2011-10-30,40 days
16235,2011-10-30,40 days
13421,2011-10-30,40 days
15860,2011-10-30,40 days
15865,2011-10-30,40 days
17447,2011-10-30,40 days
17796,2011-10-30,40 days
15521,2011-10-30,40 days
17609,2011-10-30,40 days
14582,2011-10-30,40 days
16190,2011-10-30,40 days
17373,2011-10-30,40 days
13278,2011-10-30,40 days
17372,2011-10-30,40 days
17255,2011-10-30,40 days
17018,2011-10-30,40 days
16049,2011-10-30,40 days
15708,2011-10-30,40 days
15669,2011-10-30,40 days
14040,2011-10-30,40 days
14077,2011-10-30,40 days
14810,2011-10-30,40 days
17213,2011-10-30,40 days
15748,2011-10-30,40 days
14158,2011-10-30,40 days
15376,2011-10-30,40 days
14179,2011-10-30,40 days
13607,2011-10-30,40 days
18067,2011-10-30,40 days
15370,2011-10-30,40 days
13524,2011-10-30,40 days
13566,2011-10-30,40 days
15059,2011-10-30,40 days
13617,2011-10-30,40 days
14218,2011-10-28,42 days
14221,2011-10-28,42 days
15096,2011-10-28,42 days
16843,2011-10-28,42 days
13812,2011-10-28,42 days
14232,2011-10-28,42 days
17418,2011-10-28,42 days
16648,2011-10-28,42 days
14412,2011-10-28,42 days
16150,2011-10-28,42 days
16102,2011-10-28,42 days
17272,2011-10-28,42 days
18287,2011-10-28,42 days
13993,2011-10-28,42 days
17669,2011-10-28,42 days
14738,2011-10-28,42 days
17839,2011-10-28,42 days
17837,2011-10-28,42 days
12895,2011-10-28,42 days
16554,2011-10-28,42 days
12432,2011-10-28,42 days
12678,2011-10-28,42 days
14498,2011-10-28,42 days
16847,2011-10-27,43 days
17878,2011-10-27,43 days
